date,plot,flow_gallons,nitrate_mg_ml,ammonia_mg_l,sample_y_n,flow_l,approx_nitrate_mg_l,approx_ammonia_mg_l,nitrate_loss_mg,ammonia_loss_mg,total_n_loss_mg,year,treatment,cumulative_flow_l,cumulative_n_loss_mg
2023-09-23,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-23,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-23,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-24,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-24,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-24,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-24,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-24,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-24,06,0,NA,NA,NA,0,5.634666666666667,0.04761904761904761,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-24,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-24,08,0,NA,NA,NA,0,15.021622105535922,0.07113383226482384,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-24,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-24,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-24,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-24,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-24,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-24,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-24,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-25,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-25,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-25,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-25,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-25,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-25,06,0,NA,NA,NA,0,5.632000000000001,0.04629629629629629,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-25,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-25,08,0,NA,NA,NA,0,14.9627930453685,0.0701785615166439,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-25,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-25,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-25,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-25,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-25,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-25,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-25,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-26,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-26,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-26,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-26,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-26,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-26,06,0,NA,NA,NA,0,5.629333333333334,0.04497354497354496,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-26,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-26,08,0,NA,NA,NA,0,14.903963985201075,0.06922329076846395,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-26,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-26,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-26,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-26,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-26,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-26,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-26,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-27,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-27,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-27,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-27,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-27,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-27,06,0,NA,NA,NA,0,5.626666666666667,0.04365079365079364,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-27,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-27,08,0,NA,NA,NA,0,14.845134925033651,0.068268020020284,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-27,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-27,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-27,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-27,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-27,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-27,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-27,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-28,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-28,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-28,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-28,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-28,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-28,06,0,NA,NA,NA,0,5.6240000000000006,0.04232804232804232,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-28,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-28,08,0,NA,NA,NA,0,14.786305864866229,0.06731274927210405,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-28,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-28,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-28,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-28,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-28,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-28,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-28,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-29,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-29,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-29,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-29,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-29,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-29,06,0,NA,NA,NA,0,5.621333333333334,0.041005291005291,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-29,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-29,08,0,NA,NA,NA,0,14.727476804698805,0.06635747852392411,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-29,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-29,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-29,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-29,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-29,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-29,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-29,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-09-30,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-09-30,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-09-30,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-09-30,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-09-30,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-09-30,06,0,NA,NA,NA,0,5.618666666666667,0.03968253968253968,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-09-30,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-09-30,08,0,NA,NA,NA,0,14.66864774453138,0.06540220777574417,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-09-30,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-09-30,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-09-30,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-09-30,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-09-30,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-09-30,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-09-30,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-01,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-01,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-01,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-01,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-01,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-01,06,0,NA,NA,NA,0,5.6160000000000005,0.03835978835978836,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-01,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-01,08,0,NA,NA,NA,0,14.609818684363958,0.06444693702756421,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-01,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-01,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-01,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-01,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-01,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-01,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-01,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-02,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-02,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-02,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-02,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-02,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-02,06,0,NA,NA,NA,0,5.613333333333334,0.03703703703703703,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-02,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-02,08,0,NA,NA,NA,0,14.550989624196532,0.06349166627938427,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-02,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-02,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-02,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-02,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-02,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-02,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-02,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-03,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-03,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-03,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-03,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-03,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-03,06,0,NA,NA,NA,0,5.610666666666667,0.03571428571428571,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-03,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-03,08,0,NA,NA,NA,0,14.49216056402911,0.06253639553120433,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-03,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-03,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-03,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-03,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-03,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-03,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-03,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-04,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-04,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-04,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-04,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-04,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-04,06,0,NA,NA,NA,0,5.6080000000000005,0.03439153439153439,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-04,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-04,08,0,NA,NA,NA,0,14.433331503861687,0.06158112478302438,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-04,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-04,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-04,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-04,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-04,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-04,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-04,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-05,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-05,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-05,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-05,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-05,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-05,06,0,NA,NA,NA,0,5.605333333333334,0.03306878306878308,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-05,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-05,08,0,NA,NA,NA,0,14.37450244369426,0.06062585403484442,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-05,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-05,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-05,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-05,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-05,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-05,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-05,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-06,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-06,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-06,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-06,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-06,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-06,06,0,NA,NA,NA,0,5.602666666666667,0.03174603174603176,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-06,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-06,08,0,NA,NA,NA,0,14.31567338352684,0.05967058328666448,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-06,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-06,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-06,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-06,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-06,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-06,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-06,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-07,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-07,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-07,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-07,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-07,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-07,06,0,NA,NA,NA,0,5.6000000000000005,0.03042328042328043,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-07,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-07,08,0,NA,NA,NA,0,14.256844323359417,0.05871531253848454,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-07,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-07,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-07,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
2023-10-07,12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,152578.52087,93877.58950589209
2023-10-07,13,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,4035.24706,41562.579611185196
2023-10-07,14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,431506.45672,1910306.5565833696
2023-10-07,15,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,183569.67254,1282969.2167266335
2023-10-08,01,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,60248.58556,525066.9164251159
2023-10-08,02,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,64514.74263,678017.5912784956
2023-10-08,03,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,840.36102,10390.780122487848
2023-10-08,04,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,98727.27821,1100839.4577844318
2023-10-08,05,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum,1324.8935000000001,25148.672522568264
2023-10-08,06,0,NA,NA,NA,0,5.597333333333334,0.02910052910052911,0,0,0,2023,Soy,1192.40415,14128.822990971215
2023-10-08,07,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,60695.263940000004,31493.871856071808
2023-10-08,08,0,NA,NA,NA,0,14.19801526319199,0.0577600417903046,0,0,0,2023,Corn,118960.29466,1127648.1124358943
2023-10-08,09,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Sorghum + Rye,1059.9148,738.1713715102791
2023-10-08,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Soy,12790.90039,69406.3752613888
2023-10-08,11,0,NA,NA,NA,0,NA,NA,NA,NA,NA,2023,Corn,204328.86098,1612894.117227406
