year_month_day,growing_season,plot,Treatment,RowvsInterrow,best_flux_nmol_1m_2s_1,ts_2_mean,swc_2_mean,gnha_day,gnha_day_no_negative
2023-10-25,2023,11,Corn,Interrow,0.06043,15.4,0.18333,1.4626221943679998,1.4626221943679998
2023-10-25,2023,11,Corn,Row,0.12055,15.4,0.21908,2.9177412796800004,2.9177412796800004
2023-10-25,2023,06,Soy,Interrow,0.12354,15.30667,0.34213,2.990109976704,2.990109976704
2023-10-25,2023,06,Soy,Row,0.98743,15.4,0.3455,23.899338629568,23.899338629568
2023-10-25,2023,07,Sorghum + Rye,Interrow,0.06675,15.2,0.19955,1.6155888048000002,1.6155888048000002
2023-10-25,2023,07,Sorghum + Rye,Row,0.25005,15.4,0.20168,6.05210457888,6.05210457888
2023-10-25,2023,08,Corn,Interrow,0.09743,15.41,0.3429,2.3581545655680003,2.3581545655680003
2023-10-25,2023,08,Corn,Row,0.01761,15.4,0.34632,0.426225001536,0.426225001536
2023-10-25,2023,09,Sorghum + Rye,Interrow,0.02328,15.66,0.217,0.5634592865279999,0.5634592865279999
2023-10-25,2023,09,Sorghum + Rye,Row,0.03771,15.7,0.274,0.912716911296,0.912716911296
2023-10-25,2023,10,Soy,Interrow,0.05686,15.5,0.30295,1.376215422336,1.376215422336
2023-10-25,2023,10,Soy,Row,0.70696,15.5,0.319,17.110961220095998,17.110961220095998
2023-10-25,2023,05,Sorghum,Interrow,0.02224,15.52,0.1978,0.538287565824,0.538287565824
2023-10-25,2023,05,Sorghum,Row,0.02744,15.7,0.202,0.6641461693440001,0.6641461693440001
2023-10-25,2023,04,Soy,Interrow,0.53204,15.5,0.22804,12.877271426304,12.877271426304
2023-10-25,2023,04,Soy,Row,0.36907,15.5,0.23122,8.932814384832,8.932814384832
2023-10-25,2023,03,Sorghum,Interrow,0.01782,15.515,0.16032,0.431307752832,0.431307752832
2023-10-25,2023,03,Sorghum,Row,0.22077,15.7,0.22442,5.343423826752001,5.343423826752001
2023-10-25,2023,02,Sorghum,Interrow,0.00659,15.7575,0.23073,0.15950157638400003,0.15950157638400003
2023-10-25,2023,02,Sorghum,Row,0.16771,15.8,0.234,4.059181999296,4.059181999296
2023-10-25,2023,01,Corn,Interrow,0.04365,15.945,0.14423,1.05648616224,1.05648616224
2023-10-25,2023,01,Corn,Row,0.07221,16,0.2,1.747740338496,1.747740338496
2023-11-15,2023,15,Sorghum,Row,0.03873,19.39167,0.203,0.937404560448,0.937404560448
2023-11-15,2023,14,Corn,Interrow,0.03082,17.91667,0.11653,0.7459542616320001,0.7459542616320001
2023-11-15,2023,14,Corn,Row,0.03161,16.21,0.1824,0.765075087936,0.765075087936
2023-11-15,2023,13,Sorghum + Rye,Interrow,-0.0022,15.62,0.09123,-0.05324787072000001,0
2023-11-15,2023,13,Sorghum + Rye,Interrow,0.03974,15.8,0.16085,0.961850173824,0.961850173824
2023-11-15,2023,13,Sorghum + Rye,Row,0.04476,16.02167,0.16293,1.083352133376,1.083352133376
2023-11-15,2023,12,Sorghum + Rye,Interrow,0.01116,16.69,0.16478,0.27011192601600004,0.27011192601600004
2023-11-15,2023,12,Sorghum + Rye,Row,0.00849,16.24667,0.167,0.205488373824,0.205488373824
2023-11-15,2023,11,Corn,Interrow,0.01641,16.4,0.10943,0.397180708416,0.397180708416
2023-11-15,2023,11,Corn,Row,0.01931,15.92667,0.12587,0.467371083456,0.467371083456
2023-11-15,2023,06,Soy,Interrow,0.03588,16.055,0,0.8684243642880001,0.8684243642880001
2023-11-15,2023,06,Soy,Row,0.00843,16.28583,0.16652,0.204036159168,0.204036159168
2023-11-15,2023,07,Sorghum + Rye,Interrow,0.02114,16.63884,0.13148,0.511663630464,0.511663630464
2023-11-15,2023,07,Sorghum + Rye,Row,0.09875,16.71917,0.134,2.390103288,2.390103288
2023-11-15,2023,08,Corn,Interrow,0.00969,16.99,0.2745,0.23453266694400005,0.23453266694400005
2023-11-15,2023,08,Corn,Row,0.01082,15.815,0.25773,0.261882709632,0.261882709632
2023-11-15,2023,08,Corn,Row,-0.25453,13.775,0.22957,-6.160536606528,0
2023-11-15,2023,08,Corn,Row,0.00136,11.87815,0.20113,0.032916865536,0.032916865536
2023-11-15,2023,09,Sorghum + Rye,Interrow,0.01156,16.7625,0.204,0.27979335705600006,0.27979335705600006
2023-11-15,2023,09,Sorghum + Rye,Row,0.0479,17.3825,0.234,1.15935136704,1.15935136704
2023-11-15,2023,10,Soy,Interrow,0.05217,18.47333,0.15975,1.262700643392,1.262700643392
2023-11-15,2023,10,Soy,Row,0.12296,18.6,0.224,2.9760719016960002,2.9760719016960002
2023-11-15,2023,05,Sorghum,Interrow,0.01063,18.82,0.14813,0.25728402988800003,0.25728402988800003
2023-11-15,2023,05,Sorghum,Row,0.01956,18.82,0.2012,0.473421977856,0.473421977856
2023-11-15,2023,04,Soy,Interrow,0.04146,19.37,0.14852,1.003480327296,1.003480327296
2023-11-15,2023,04,Soy,Row,0.09028,19.3,0.22224,2.185098985728,2.185098985728
2023-11-15,2023,03,Sorghum,Interrow,0.01959,20.35833,0.18462,0.474148085184,0.474148085184
2023-11-15,2023,03,Sorghum,Row,0.03797,21.64333,0.18778,0.9190098414720002,0.9190098414720002
2023-11-15,2023,02,Sorghum,Interrow,0.0082,22.25,0.14465,0.19846933632,0.19846933632
2023-11-15,2023,02,Sorghum,Row,0.05706,22.015,0.17115,1.381056137856,1.381056137856
2023-11-15,2023,01,Corn,Interrow,0.02776,21.675,0.10838,0.671891314176,0.671891314176
2023-11-15,2023,01,Corn,Row,0.02401,20.44,0.14933,0.581127898176,0.581127898176
2023-12-15,2023,15,Sorghum,Row,0.07387,11.195,0.1586,1.787918277312,1.787918277312
2023-12-15,2023,15,Sorghum,Interrow,0.01965,10.09,0.17498,0.47560029984,0.47560029984
2023-12-15,2023,14,Corn,Row,-0.00123,9.205,0.1263,-0.029770400448,0
2023-12-15,2023,14,Corn,Interrow,-0.00513,8.6175,0.12455,-0.124164353088,0
2023-12-15,2023,13,Sorghum + Rye,Interrow,0.02113,8.19167,0.15908,0.511421594688,0.511421594688
2023-12-15,2023,13,Sorghum + Rye,Row,0.01056,7.85167,0.16148,0.255589779456,0.255589779456
2023-12-15,2023,12,Sorghum + Rye,Row,0.01474,8,0.153,0.356760733824,0.356760733824
2023-12-15,2023,12,Sorghum + Rye,Interrow,0.05497,7.83667,0.15395,1.330470660672,1.330470660672
2023-12-15,2023,11,Corn,Interrow,0.01561,7.805,0.0882,0.3778178463360001,0.3778178463360001
2023-12-15,2023,11,Corn,Row,0.03456,7.24167,0.106,0.8364756418560001,0.8364756418560001
2023-12-15,2023,10,Soy,Row,-0.00102,7.5275,0.18762,-0.024687649152,0
2023-12-15,2023,10,Soy,Interrow,0.02777,7.67167,0.20407,0.6721333499519999,0.6721333499519999
2023-12-15,2023,09,Sorghum + Rye,Interrow,0.00535,8.55917,0.21418,0.12948914016000002,0.12948914016000002
2023-12-15,2023,09,Sorghum + Rye,Row,0.00966,8.8,0.21298,0.23380655961600005,0.23380655961600005
2023-12-15,2023,08,Corn,Row,0.02085,9.10417,0.16388,0.5046445929600001,0.5046445929600001
2023-12-15,2023,08,Corn,Interrow,-0.00244,9.2,0.1625,-0.059056729344,0
2023-12-15,2023,07,Sorghum + Rye,Interrow,-0.00442,9.49667,0.14947,-0.106979812992,0
2023-12-15,2023,07,Sorghum + Rye,Row,0.01583,9.16667,0.153,0.383142633408,0.383142633408
2023-12-15,2023,06,Soy,Interrow,-0.0099,9.0675,0.2277,-0.23961541824000004,0
2023-12-15,2023,06,Soy,Row,-0.01019,8.32917,0.27437,-0.246634455744,0
2023-12-15,2023,05,Sorghum,Row,0.0053,16.51167,0.13145,0.12827896128,0.12827896128
2023-12-15,2023,05,Sorghum,Interrow,0.01092,13.69,0.1321,0.264303067392,0.264303067392
2023-12-15,2023,04,Soy,Interrow,0.00124,12.235,0.172,0.030012436224,0.030012436224
2023-12-15,2023,04,Soy,Row,0.00468,10.93333,0.18258,0.113272743168,0.113272743168
2023-12-15,2023,03,Sorghum,Interrow,0.00714,8.9925,0.11685,0.172813544064,0.172813544064
2023-12-15,2023,03,Sorghum,Row,0.04497,6.93109,0.10919,1.0884348846720002,1.0884348846720002
2023-12-15,2023,02,Sorghum,Row,0.09173,9.8,0.1645,2.220194173248,2.220194173248
2023-12-15,2023,02,Sorghum,Interrow,0.01042,9.68417,0.16729,0.2522012785920001,0.2522012785920001
2023-12-15,2023,01,Corn,Interrow,0.00756,10.06333,0.1519,0.182979046656,0.182979046656
2023-12-15,2023,01,Corn,Row,0.01348,9.9,0.186,0.326264226048,0.326264226048
2024-01-31,2023,01,Corn,Interrow,0.01459,4.1675,0.432,0.353130197184,0.353130197184
2024-01-31,2023,01,Corn,Row,0.03318,3.69167,0.43121,0.803074704768,0.803074704768
2024-01-31,2023,02,Sorghum,Interrow,0.04372,4.74917,0.46507,1.058180412672,1.058180412672
2024-01-31,2023,02,Sorghum,Row,0.04654,5.43083,0.46781,1.126434501504,1.126434501504
2024-01-31,2023,03,Sorghum,Interrow,0.0165,6.27167,0.47327,0.3993590304,0.3993590304
2024-01-31,2023,03,Sorghum,Row,0.08178,7.08,0.4736,1.979368576128,1.979368576128
2024-01-31,2023,04,Soy,Interrow,0.02606,6.975,0.3995,0.630745232256,0.630745232256
2024-01-31,2023,04,Soy,Row,-0.13635,6.24333,0.44,-3.30015780576,0
2024-01-31,2023,05,Sorghum,Row,0.00531,7.0825,0.39265,0.128520997056,0.128520997056
2024-01-31,2023,06,Soy,Interrow,0.00653,7.06,0.4905,0.158049361728,0.158049361728
2024-01-31,2023,06,Soy,Row,0.06284,6.49333,0.4925,1.5209528163839996,1.5209528163839996
2024-01-31,2023,07,Sorghum + Rye,Interrow,0.31598,6.9,0.448,7.647846450047999,7.647846450047999
2024-01-31,2023,07,Sorghum + Rye,Row,0.51795,7.035,0.44857,12.536243017920002,12.536243017920002
2024-01-31,2023,08,Corn,Interrow,0.01696,7.7675,0.42018,0.410492676096,0.410492676096
2024-01-31,2023,08,Corn,Row,0.02231,7.9,0.423,0.539981816256,0.539981816256
2024-01-31,2023,09,Sorghum + Rye,Interrow,-0.00737,8.6025,0.475,-0.178380366912,0
2024-01-31,2023,09,Sorghum + Rye,Row,0.03323,9.37667,0.47527,0.8042848836480001,0.8042848836480001
2024-01-31,2023,10,Soy,Interrow,0.04736,9.20833,0.50047,1.146281435136,1.146281435136
2024-01-31,2023,10,Soy,Row,0.22386,8.6725,0.49891,5.418212881536,5.418212881536
2024-01-31,2023,11,Corn,Interrow,-0.00588,9.0875,0.39862,-0.142317036288,0
2024-01-31,2023,11,Corn,Row,0.00783,9.81833,0.398,0.189514012608,0.189514012608
2024-01-31,2023,12,Sorghum + Rye,Interrow,0.01266,9.75,0.40132,0.306417292416,0.306417292416
2024-01-31,2023,12,Sorghum + Rye,Row,0.04683,9.56,0.402,1.1334535390079998,1.1334535390079998
2024-01-31,2023,13,Sorghum + Rye,Interrow,0.03282,9.2,0.41812,0.794361416832,0.794361416832
2024-01-31,2023,13,Sorghum + Rye,Row,0.09586,9.2,0.419,2.3201549487360005,2.3201549487360005
2024-01-31,2023,14,Corn,Interrow,0.01785,9.23,0.3677,0.43203386016000006,0.43203386016000006
2024-01-31,2023,14,Corn,Row,-0.00552,8.73167,0.37066,-0.133603748352,0
2024-02-14,2023,01,Corn,Row,0.06798,10.94667,0.19303,1.645359205248,1.645359205248
2024-02-14,2023,01,Corn,Interrow,0.01673,8.3,0.19367,0.4049258532479999,0.4049258532479999
2024-02-14,2023,02,Sorghum,Row,0.00471,6.84167,0.21392,0.113998850496,0.113998850496
2024-02-14,2023,02,Sorghum,Interrow,0.00122,5.9725,0.23668,0.029528364672,0.029528364672
2024-02-14,2023,03,Sorghum,Interrow,0.00509,6.2,0.25953,0.12319620998399998,0.12319620998399998
2024-02-14,2023,03,Sorghum,Row,0.00298,6.2425,0.26242,0.07212666124799999,0.07212666124799999
2024-02-14,2023,04,Soy,Interrow,0.22151,6.51,0.29177,5.361334474176001,5.361334474176001
2024-02-14,2023,04,Soy,Row,-0.00457,6.10583,0.29688,-0.11061034963200002,0
2024-02-14,2023,05,Sorghum,Interrow,0.00631,6.78,0.1715,0.152724574656,0.152724574656
2024-02-14,2023,05,Sorghum,Row,0.01421,7.1175,0.17903,0.343932837696,0.343932837696
2024-02-14,2023,06,Soy,Interrow,0.00585,6.985,0.35088,0.14159092896,0.14159092896
2024-02-14,2023,06,Soy,Row,0.02085,6.7,0.3551,0.5046445929600001,0.5046445929600001
2024-02-14,2023,07,Sorghum + Rye,Interrow,0.01403,7.205,0.23673,0.339576193728,0.339576193728
2024-02-14,2023,07,Sorghum + Rye,Row,0.01518,7,0.23905,0.367410307968,0.367410307968
2024-02-14,2023,08,Corn,Interrow,0.00523,7.80083,0.29364,0.126584710848,0.126584710848
2024-02-14,2023,08,Corn,Row,-0.00053,8.75,0.296,-0.012827896128,0
2024-02-14,2023,09,Sorghum + Rye,Interrow,-0.0041,9.12833,0.24778,-0.09923466816,0
2024-02-14,2023,09,Sorghum + Rye,Row,0.00513,9.44,0.2504,0.124164353088,0.124164353088
2024-02-14,2023,10,Soy,Interrow,0.00666,9.92167,0.32518,0.161195826816,0.161195826816
2024-02-14,2023,10,Soy,Row,0.02293,9.8,0.3305,0.5549880343679999,0.5549880343679999
2024-02-14,2023,11,Corn,Interrow,0.00782,10.41,0.2067,0.189271976832,0.189271976832
2024-02-14,2023,11,Corn,Row,0.02913,10.8675,0.20861,0.7050502154880001,0.7050502154880001
2024-02-14,2023,12,Sorghum + Rye,Interrow,0.00104,11.08833,0.19873,0.025171720704,0.025171720704
2024-02-14,2023,12,Sorghum + Rye,Row,0.00607,11.18833,0.19994,0.146915716032,0.146915716032
2024-02-14,2023,13,Sorghum + Rye,Interrow,0.02918,11.68917,0.26328,0.706260394368,0.706260394368
2024-02-14,2023,13,Sorghum + Rye,Row,0.01074,11.6,0.26611,0.259946423424,0.259946423424
2024-02-14,2023,14,Corn,Interrow,0.00288,11.8325,0.22746,0.06970630348800001,0.06970630348800001
2024-02-14,2023,14,Corn,Row,-0.00805,11.22833,0.22889,-0.19483879968000004,0
2024-02-14,2023,15,Sorghum,Interrow,0.01391,11.52,0.143,0.336671764416,0.336671764416
2024-02-14,2023,15,Sorghum,Row,0.02908,12.01167,0.144,0.7038400366080001,0.7038400366080001
2024-02-29,2023,01,Corn,Interrow,0.02431,11.22083,0.07867,0.588388971456,0.588388971456
2024-02-29,2023,01,Corn,Row,0.01233,10.50333,0.08227,0.29843011180800005,0.29843011180800005
2024-02-29,2023,02,Sorghum,Interrow,0.05019,9.18,0.19055,1.214777559744,1.214777559744
2024-02-29,2023,02,Sorghum,Row,0.0242,8.29583,0.20004,0.5857265779199999,0.5857265779199999
2024-02-29,2023,03,Sorghum,Interrow,-0.00707,7.71667,0.09667,-0.171119293632,0
2024-02-29,2023,03,Sorghum,Row,0.00719,8.5,0.13798,0.174023722944,0.174023722944
2024-02-29,2023,04,Soy,Interrow,-0.00595,7.87,0.11863,-0.14401128672000002,0
2024-02-29,2023,04,Soy,Row,0.02023,7.105,0.11907,0.4896383748480001,0.4896383748480001
2024-02-29,2023,05,Sorghum,Interrow,-0.00218,7.455,0.07182,-0.052763799168,0
2024-02-29,2023,05,Sorghum,Row,-0.00405,7.8425,0.07431,-0.09802448928,0
2024-02-29,2023,06,Soy,Interrow,0.0179,8.42667,0.21062,0.43324403904,0.43324403904
2024-02-29,2023,06,Soy,Row,-0.00023,8.015,0.21285,-0.005566822848,0
2024-02-29,2023,07,Sorghum + Rye,Interrow,0.01024,9.02893,0.08564,0.24784463462400008,0.24784463462400008
2024-02-29,2023,07,Sorghum + Rye,Row,-0.00109,9.855,0.09316,-0.026381899584,0
2024-02-29,2023,08,Corn,Interrow,-0.01004,10.2875,0.1785,-0.243003919104,0
2024-02-29,2023,08,Corn,Row,-0.00999,10.0475,0.18087,-0.241793740224,0
2024-02-29,2023,09,Sorghum + Rye,Interrow,-0.00617,10.5125,0.13163,-0.149336073792,0
2024-02-29,2023,09,Sorghum + Rye,Row,-0.01236,11.115,0.13782,-0.29915621913600005,0
2024-02-29,2023,10,Soy,Interrow,0.0031,11.51,0.19497,0.07503109055999999,0.07503109055999999
2024-02-29,2023,10,Soy,Row,0.03204,11.24167,0.21583,0.7754826263040001,0.7754826263040001
2024-02-29,2023,11,Corn,Interrow,-0.00192,11.64167,0.06325,-0.04647086899199999,0
2024-02-29,2023,11,Corn,Row,-0.01132,11.97833,0.07314,-0.273984498432,0
2024-02-29,2023,12,Sorghum + Rye,Interrow,-0.01218,12.03583,0.09351,-0.29479957516800004,0
2024-02-29,2023,12,Sorghum + Rye,Row,-0.0083,12.515,0.0986,-0.20088969408,0
2024-02-29,2023,13,Sorghum + Rye,Interrow,-0.00412,12.76833,0.08955,-0.09971873971200002,0
2024-02-29,2023,13,Sorghum + Rye,Row,-0.00928,13.03083,0.09819,-0.224609200128,0
2024-02-29,2023,14,Corn,Interrow,-0.02138,13.18,0.0955,-0.5174724890879999,0
2024-02-29,2023,14,Corn,Row,-0.00302,12.925,0.10042,-0.07309480435200001,0
2024-02-29,2023,15,Sorghum,Interrow,-0.00955,12.795,0.1371,-0.23114416607999996,0
2024-02-29,2023,15,Sorghum,Row,-0.00573,13,0.14188,-0.13868649964799998,0
2024-03-13,2024,15,Sorghum,Row,0.2917,14.4,0.1899,7.060183585920002,7.060183585920002
2024-03-13,2024,14,Soy,Interrow,0.16207,14.48,0.14613,3.922673821632,3.922673821632
2024-03-13,2024,14,Soy,Row,0.20039,14.1,0.16737,4.8501549152640004,4.8501549152640004
2024-03-13,2024,13,Sorghum + Rye,Interrow,-0.00192,14.58,0.13233,-0.04647086899199999,0
2024-03-13,2024,13,Sorghum + Rye,Row,0.02446,15.0775,0.1428,0.592019508096,0.592019508096
2024-03-13,2024,12,Sorghum + Rye,Interrow,0.03743,15.7,0.1712,0.905939909568,0.905939909568
2024-03-13,2024,12,Sorghum + Rye,Row,0.01154,15.695,0.10045,0.279309285504,0.279309285504
2024-03-13,2024,11,Soy,Interrow,0.01546,16.2,0.11423,0.374187309696,0.374187309696
2024-03-13,2024,11,Soy,Row,-0.02643,16.25,0.13179,-0.639700555968,0
2024-03-13,2024,06,Corn,Interrow,0.00321,16.2,0.15317,0.077693484096,0.077693484096
2024-03-13,2024,06,Corn,Interrow,0.0114,16.145,0.194,0.27592078464,0.27592078464
2024-03-13,2024,06,Corn,Row,0.02857,16.1,0.2137,0.6914962120320001,0.6914962120320001
2024-03-13,2024,07,Sorghum + Rye,Interrow,-0.02928,16.28667,0.13793,-0.7086807521280001,0
2024-03-13,2024,07,Sorghum + Rye,Row,-0.01965,16.73,0.16,-0.47560029984,0
2024-03-13,2024,08,Soy,Interrow,-0.0122,17.2,0.22437,-0.29528364672,0
2024-03-13,2024,08,Soy,Row,0.00385,17.3675,0.21287,0.09318377376000002,0.09318377376000002
2024-03-13,2024,09,Sorghum + Rye,Interrow,-0.00548,18.3,0.159,-0.13263560524799997,0
2024-03-13,2024,09,Sorghum + Rye,Row,-0.08633,18.46667,0.2125,-2.089494854208,0
2024-03-13,2024,10,Corn,Interrow,-0.01625,18.82833,0.29143,-0.393308136,0
2024-03-13,2024,10,Corn,Row,0.037,19.06833,0.23076,0.8955323711999998,0.8955323711999998
2024-03-13,2024,05,Sorghum,Interrow,-0.40893,19.32333,0.12268,-9.897568987968,0
2024-03-13,2024,05,Sorghum,Row,-0.04163,19.7,0.1525,-1.007594935488,0
2024-03-13,2024,04,Corn,Interrow,-0.00782,19.65667,0.11336,-0.189271976832,0
2024-03-13,2024,04,Corn,Row,-0.00259,19.85833,0.22875,-0.06268726598399998,0
2024-03-13,2024,03,Sorghum,Interrow,-0.08858,20,0.1635,-2.1439529038080005,0
2024-03-13,2024,03,Sorghum,Row,0.0189,20.525,0.18925,0.45744761664,0.45744761664
2024-03-13,2024,02,Sorghum,Interrow,-0.01534,21.295,0.2699,-0.371282880384,0
2024-03-13,2024,02,Sorghum,Row,0.00443,21.22,0.272,0.10722184876800002,0.10722184876800002
2024-03-13,2024,01,Soy,Interrow,-0.00874,22.4525,0.19505,-0.211539268224,0
2024-03-13,2024,01,Soy,Row,-0.00506,23.015,0.19565,-0.12247010265600002,0
2024-03-29,2024,15,Sorghum,Row,0.29077,13.43,0.31912,7.037674258751999,7.037674258751999
2024-03-29,2024,15,Sorghum,Interrow,0.10977,10.89917,0.32741,2.6568267131520003,2.6568267131520003
2024-03-29,2024,14,Soy,Row,0.04766,9.13,0.21913,1.153542508416,1.153542508416
2024-03-29,2024,14,Soy,Interrow,0.09189,8.30667,0.25247,2.2240667456640004,2.2240667456640004
2024-03-29,2024,13,Sorghum + Rye,Row,0.2146,8.10833,0.19479,5.19408775296,5.19408775296
2024-03-29,2024,13,Sorghum + Rye,Interrow,0.03778,7.675,0.27675,0.914411161728,0.914411161728
2024-03-29,2024,12,Sorghum + Rye,Row,0.02121,7.6,0.2828,0.513357880896,0.513357880896
2024-03-29,2024,12,Sorghum + Rye,Interrow,0.0088,7.34333,0.3061,0.21299148288000003,0.21299148288000003
2024-03-29,2024,11,Soy,Interrow,0.70179,7.39667,0.30137,16.985828723904,16.985828723904
2024-03-29,2024,11,Soy,Row,0.15182,7.46,0.3153,3.674587151232,3.674587151232
2024-03-29,2024,06,Corn,Interrow,0.06813,7.7875,0.33187,1.6489897418880002,1.6489897418880002
2024-03-29,2024,06,Corn,Row,0.01193,7.8,0.33228,0.288748680768,0.288748680768
2024-03-29,2024,07,Sorghum + Rye,Interrow,0.02197,8.0075,0.20738,0.5317525998720001,0.5317525998720001
2024-03-29,2024,07,Sorghum + Rye,Row,0.01303,8.05,0.30072,0.315372616128,0.315372616128
2024-03-29,2024,08,Soy,Row,0.02892,8.175,0.31887,0.6999674641920001,0.6999674641920001
2024-03-29,2024,08,Soy,Interrow,0.01359,8.5,0.32332,0.32892661958400005,0.32892661958400005
2024-03-29,2024,09,Sorghum + Rye,Interrow,0.02144,9.4925,0.3091,0.518924703744,0.518924703744
2024-03-29,2024,09,Sorghum + Rye,Row,0.02047,10.26833,0.31368,0.495447233472,0.495447233472
2024-03-29,2024,10,Corn,Row,0.02723,10.52,0.3692,0.6590634180480001,0.6590634180480001
2024-03-29,2024,10,Corn,Interrow,0.07123,10.93,0.37495,1.7240208324480002,1.7240208324480002
2024-03-29,2024,05,Sorghum,Row,0.01674,11.24583,0.14458,0.4051678890240001,0.4051678890240001
2024-03-29,2024,05,Sorghum,Interrow,0.00111,11.69,0.1833,0.026865971136,0.026865971136
2024-03-29,2024,04,Corn,Interrow,0.00578,12.08917,0.22713,0.13989667852800003,0.13989667852800003
2024-03-29,2024,04,Corn,Row,0.01551,12.3025,0.25855,0.375397488576,0.375397488576
2024-03-29,2024,03,Sorghum,Interrow,0.04924,12.73167,0.28691,1.191784161024,1.191784161024
2024-03-29,2024,03,Sorghum,Row,0.05161,12.4,0.28882,1.249146639936,1.249146639936
2024-03-29,2024,02,Sorghum,Row,0.04205,13.26667,0.32933,1.01776043808,1.01776043808
2024-03-29,2024,02,Sorghum,Interrow,0.08318,14.025,0.33275,2.0132535847680004,2.0132535847680004
2024-03-29,2024,01,Soy,Row,0.07834,14.86667,0.30517,1.896108269184,1.896108269184
2024-03-29,2024,01,Soy,Interrow,0.02962,15.39667,0.3095,0.7169099685120002,0.7169099685120002
2024-04-19,2024,01,Soy,Interrow,0.06902,15.34,0.4069,1.670530925952,1.670530925952
2024-04-19,2024,01,Soy,Row,0.01783,13.72667,0.41093,0.4315497886079999,0.4315497886079999
2024-04-19,2024,02,Sorghum,Interrow,0.07104,12.3825,0.31162,1.719422152704,1.719422152704
2024-04-19,2024,02,Sorghum,Row,0.09139,12.07,0.38007,2.2119649568639996,2.2119649568639996
2024-04-19,2024,03,Sorghum,Row,0.09664,11.4175,0.4538,2.3390337392640004,2.3390337392640004
2024-04-19,2024,03,Sorghum,Interrow,0.01409,12.53667,0.45878,0.341028408384,0.341028408384
2024-04-19,2024,04,Corn,Interrow,0.15448,12.06667,0.28367,3.738968667648,3.738968667648
2024-04-19,2024,04,Corn,Row,0.06287,11.67,0.3393,1.521678923712,1.521678923712
2024-04-19,2024,05,Sorghum,Interrow,0.04394,11.47083,0.32443,1.0635051997440002,1.0635051997440002
2024-04-19,2024,05,Sorghum,Interrow,0.0196,11.92583,0.32974,0.47439012095999994,0.47439012095999994
2024-04-19,2024,05,Sorghum,Row,0.15138,11.8625,0.33087,3.663937577088,3.663937577088
2024-04-19,2024,06,Corn,Row,0.13447,10.9225,0.32051,3.254655079872,3.254655079872
2024-04-19,2024,06,Corn,Interrow,0.03977,11.64667,0.35499,0.962576281152,0.962576281152
2024-04-19,2024,07,Sorghum + Rye,Row,0.10705,11.9525,0.36979,2.59099298208,2.59099298208
2024-04-19,2024,07,Sorghum + Rye,Interrow,0.02044,12.9575,0.37407,0.494721126144,0.494721126144
2024-04-19,2024,08,Soy,Interrow,0.07431,12.66917,0.2676,1.7985678514559995,1.7985678514559995
2024-04-19,2024,08,Soy,Row,0.05965,12.8,0.38927,1.44374340384,1.44374340384
2024-04-19,2024,09,Sorghum + Rye,Row,0.03034,13.21667,0.35217,0.7343365443840001,0.7343365443840001
2024-04-19,2024,09,Sorghum + Rye,Interrow,0.90916,14.09083,0.42322,22.004924610816,22.004924610816
2024-04-19,2024,10,Corn,Interrow,0.12586,12.24333,0.39943,3.046262276736,3.046262276736
2024-04-19,2024,10,Corn,Row,0.0798,12.66167,0.42706,1.93144549248,1.93144549248
2024-04-19,2024,11,Soy,Row,0.13266,11.32,0.3117,3.2108466044160004,3.2108466044160004
2024-04-19,2024,11,Soy,Interrow,0.07894,12.67333,0.31687,1.910630415744,1.910630415744
2024-04-19,2024,12,Sorghum + Rye,Interrow,-0.00357,11.9525,0.30194,-0.086406772032,0
2024-04-19,2024,12,Sorghum + Rye,Row,0.14893,12.3,0.31465,3.604638811968,3.604638811968
2024-04-19,2024,13,Sorghum + Rye,Row,0.12978,12.525,0.32175,3.1411403009280003,3.1411403009280003
2024-04-19,2024,13,Sorghum + Rye,Interrow,0.05714,13.39,0.32565,1.382992424064,1.382992424064
2024-04-19,2024,14,Soy,Interrow,0.09512,13.15,0.2825,2.302244301312,2.302244301312
2024-04-19,2024,14,Soy,Row,0.13816,13.4,0.30661,3.3439662812160007,3.3439662812160007
2024-04-19,2024,15,Sorghum,Interrow,0.11025,13.3675,0.34865,2.668444430400001,2.668444430400001
2024-04-19,2024,15,Sorghum,Row,0.20261,13.995,0.35013,4.9038868575359995,4.9038868575359995
2024-04-25,2024,01,Soy,Interrow,0.02778,16.6975,0.2575,0.6723753857279999,0.6723753857279999
2024-04-25,2024,01,Soy,Row,0.02763,16.26833,0.26195,0.668744849088,0.668744849088
2024-04-25,2024,02,Sorghum,Interrow,0.02339,16.245,0.186,0.566121680064,0.566121680064
2024-04-25,2024,02,Sorghum,Row,0.0058,16.5,0.18782,0.14038075008,0.14038075008
2024-04-25,2024,03,Sorghum,Row,0.02425,16.96583,0.18162,0.5869367568,0.5869367568
2024-04-25,2024,03,Sorghum,Interrow,0.00496,17.2,0.1855,0.120049744896,0.120049744896
2024-04-25,2024,05,Sorghum,Interrow,0.03042,16.63667,0.15868,0.736272830592,0.736272830592
2024-04-25,2024,05,Sorghum,Row,0.00823,16.7,0.16158,0.199195443648,0.199195443648
2024-04-25,2024,07,Sorghum + Rye,Row,0.0112,16.2,0.18412,0.27108006912,0.27108006912
2024-04-25,2024,07,Sorghum + Rye,Interrow,-0.00104,16.2,0.18597,-0.025171720704,0
